OP_CARRIER,ORIGIN,DEST,MONTH,DAY_OF_WEEK,CRS_DEP_TIME,DISTANCE,DEP_DELAY,ARR_DELAY
AA,BLR,LHR,2,2,1930,2881,71.75646219634329,70.61188626886144
UK,ATL,BKK,6,3,928,487,10.129126804836783,29.033275627212447
SQ,LAS,BKK,7,4,1097,797,108.75755251666061,90.72888740897733
SG,SFO,FRA,9,7,1522,1330,-15.0,-5.3666196608446874
6E,MAA,CDG,3,6,1879,1598,3.1319435349140665,-7.930097992547035
DL,HYD,BOM,11,2,0,2993,-15.0,-27.39247586639653
WN,ICN,ORD,11,7,1872,2680,20.899265102928958,36.96841720322329
LH,CCU,JFK,5,5,1315,139,10.332172080892425,0.8960160230352443
LH,MIA,CDG,9,6,927,2963,12.319364090603221,16.747810982211035
F9,HKG,MEL,7,2,1134,2409,0.6204206671501433,16.412173372353877
EK,BOS,PNQ,6,6,336,1031,-8.551048470676893,-9.21482151762777
WN,JFK,DFW,8,2,2019,1435,-9.28601355756017,1.1991185596452816
AS,CDG,FRA,6,6,2326,1759,6.972568154226486,28.659817839382253
WN,MAA,LAS,7,2,338,502,-9.528139254694524,-2.684328329771252
UA,SEA,NRT,1,6,2258,1601,59.28035713086182,61.99987399385968
AS,CCU,KUL,5,3,2008,1831,50.201883935142526,43.98889731613958
NK,SYD,PNQ,8,2,2224,122,10.976047937208444,1.2652000446568277
EK,AMD,MCO,8,1,2157,464,-15.0,-16.96213816392911
UK,SEA,CCU,6,7,1695,1957,-15.0,-11.949457483621636
BA,SEA,SYD,5,4,1901,427,24.925967060442577,8.744520719873918
F9,LAX,DFW,8,2,1138,1359,-6.823853560282772,-10.97893804027061
DL,DXB,CDG,3,6,1762,1971,1.7626003449110126,5.858705265359058
G8,MEL,AMD,9,7,2347,1547,-9.996304423472294,-7.410403670781731
F9,COK,ORD,11,7,1637,579,11.365253784416964,-5.881139946532599
BA,LAX,COK,10,2,254,2567,0.3372195069162083,13.475768593604908
WN,ATL,CDG,6,3,2125,2731,-2.4969853931617876,-4.63317054744738
BA,CDG,DXB,12,2,190,2793,10.974204433447154,20.264065490794227
AS,CCU,SYD,12,7,1293,2750,38.06129557021762,33.858666291578444
WN,CDG,HKG,11,1,2121,1293,13.395196240351424,21.593274604980937
BA,BLR,BKK,4,4,1473,788,-15.0,-19.796940434504954
G8,ORD,DFW,10,1,1154,2150,9.923383508933455,14.05215596106435
B6,BLR,DFW,4,4,1406,2445,16.11508570866835,13.365950584120158
SQ,BOS,ORD,9,7,175,626,-15.0,14.403957243295025
F9,PNQ,NRT,9,4,837,1560,28.541403507426285,48.53431528442421
NK,HYD,BKK,5,3,1414,2526,-15.0,-10.458904262630126
EK,LAX,BLR,2,2,1253,1903,30.70902658080801,16.087992607779483
NK,SYD,MCO,5,3,1214,436,33.92507920641451,25.28591075020678
NK,LHR,COK,10,3,2023,1984,-10.960387001028158,-21.034036812921737
QR,SFO,MEL,2,6,2121,2137,0.8723835348272027,-8.588904470691212
6E,MEL,SEA,9,4,997,2846,-8.325991333955315,4.650184163612803
QR,BLR,BOM,2,7,550,2284,13.268597861295529,28.019947683007125
EK,DEL,PNQ,1,1,1333,1912,34.402978185250724,30.035452302141568
6E,KUL,ATL,5,1,1977,1174,-6.962153037551717,0.39001553597301886
NK,BOM,CDG,12,7,962,2253,34.21336686627275,39.98941407291943
NK,PNQ,MAA,2,5,1108,2875,78.21463572448938,74.04676085587946
B6,ICN,BOM,11,3,2329,796,11.020682721541894,19.203410287140425
AA,AMD,LHR,4,1,871,2726,25.40933650314759,30.282505387202757
EK,COK,GOI,11,1,1735,1655,16.248778951951437,29.048763302749386
QR,MCO,BLR,10,2,2332,441,-0.5172960199656895,-2.699106053219035
G8,LAS,ORD,5,5,661,904,4.069373302024479,6.382666497730229
F9,NRT,LAX,10,1,572,524,-5.8691566843563905,-14.211490755309397
F9,BOM,AMD,8,3,378,2693,26.232688383900662,21.37220975251715
LH,ICN,HKG,7,3,1864,1336,90.07981554582696,91.32131338039066
AS,SYD,ORD,7,2,25,2022,-1.34511238473726,-17.75378472930303
SQ,MEL,SYD,4,7,2064,645,21.57683686306471,9.88984933107058
SQ,LAX,GOI,9,1,1662,928,3.7251053419282156,4.42172199965284
BA,LAX,HKG,9,2,984,1740,13.988436999274004,8.249846943722924
SQ,AMD,MIA,2,6,2066,2778,13.320062915962765,8.741152116286106
UA,CDG,BKK,5,1,1464,624,-5.9796430705638866,-10.889797673301523
AS,ORD,LHR,4,1,1972,642,35.351511424480805,34.84300309385596
F9,BOM,PNQ,12,4,628,156,33.10459012606835,33.32571486998946
BA,HKG,DXB,7,2,1717,1515,-8.901209681951089,-18.437135368619046
SQ,DEN,JFK,3,3,257,1072,-15.0,-20.458934700971838
G8,DFW,MAA,2,7,255,371,-8.821891518792057,-16.804082085492468
SQ,BLR,DFW,11,3,725,487,8.782511053056844,18.883786281337738
QR,COK,FRA,10,1,1375,2187,-15.0,-36.27087866183351
G8,AMD,BOS,9,1,1389,1238,-11.082356097617179,-21.665231747801737
F9,MEL,DFW,3,4,2388,2475,18.952982869580858,29.04983468618971
EK,MCO,DXB,11,4,770,1467,-14.138819440520091,-20.694726579133942
SG,MEL,LAS,5,5,268,1680,-13.686662582203374,-6.772104655373604
AS,MAA,HYD,2,7,237,742,2.9954948636784877,-2.0809555398605646
AA,COK,MCO,12,5,2001,850,3.989367275271114,-8.939635925682882
DL,KUL,CDG,3,1,412,458,33.33581783012998,56.428051429418375
G8,HYD,BKK,4,5,2130,2569,96.80404088283467,105.33724125312379
AA,SEA,GOI,7,7,2336,1005,2.6303078216058484,0.056421595362313504
WN,SYD,CDG,1,5,464,2643,0.3192216520606319,6.819293027506115
DL,SYD,KUL,8,6,1218,847,-15.0,-20.492888927547227
BA,ORD,BLR,9,2,408,873,-15.0,-5.395352193890183
UA,BOM,FRA,3,7,439,1697,16.127744268351556,6.087686195200902
LH,SYD,COK,7,6,978,1038,23.885932942574705,9.793239807120354
B6,ATL,FRA,6,4,694,559,-6.307495974534722,-11.21840595320299
F9,COK,AMD,3,4,2257,373,5.456657497466888,25.18464530487833
UK,ICN,LAS,3,5,2083,1906,8.328139173345562,9.202505542187465
AA,SYD,MEL,9,7,2088,1402,1.8435757919382763,7.850805980010261
AA,MAA,NRT,10,2,1824,1302,2.262026476452247,-6.9613543107171605
SQ,MCO,SIN,9,3,1417,2171,9.30017926218876,10.104367698208907
LH,FRA,ORD,10,1,29,1703,-12.90927329540142,-22.009028748697304
DL,ORD,MAA,10,2,1263,1235,18.92195283516098,19.162307073525753
LH,ICN,ATL,10,6,363,869,-15.0,-7.433043792314748
AI,AMD,LAX,6,4,74,1551,-15.0,-28.131963641649918
UK,AMD,BOS,2,3,177,1028,25.486893338074374,30.18426376882711
WN,BOS,LHR,4,1,13,1182,-6.429191622651687,-1.767679916692777
G8,KUL,LAS,10,7,1293,571,40.28766449231612,46.26646656661526
WN,MAA,BLR,7,4,2008,2927,-2.2975328897377496,-11.422734784122525
NK,HYD,DFW,6,3,2310,2632,-15.0,-23.83232734859352
EK,NRT,HKG,6,6,17,1643,-9.89852174515847,-0.17986947614628868
AI,PNQ,HKG,8,4,474,639,-1.2472387189900775,-20.142830123596532
AA,SIN,DEL,10,7,1040,1133,47.09588535807521,41.493163625267336
AA,DEN,JFK,6,7,525,2511,50.34409973256174,58.72068303428751
WN,LAX,DEN,7,3,2050,317,18.67945648148938,14.555763405994867
AA,AMD,MEL,7,3,587,2390,-15.0,-20.43758729109087
6E,SIN,LAX,7,4,712,1069,148.6529287955889,168.22857027803968
DL,ATL,ICN,1,7,47,614,31.19131966729781,23.837062911482445
SQ,ORD,BOS,10,6,351,1012,-15.0,-24.61824897939305
UA,MCO,BKK,11,1,1614,2145,-3.05746626756989,-13.961620965206064
AI,JFK,BOS,8,6,760,1792,32.00905881253903,32.39301081966751
LH,PNQ,MIA,7,4,571,1524,-1.0670110414097138,5.550046218842939
G8,AMD,SIN,1,4,2042,1866,8.388103690919504,27.719625333519705
UA,NRT,AMD,10,1,604,919,33.71579280376939,31.58067814762657
WN,SIN,ATL,12,5,1099,836,30.116117209518407,53.80670895497032
WN,SEA,JFK,5,1,230,2014,158.21229772282257,155.5522787256799
SG,KUL,ORD,12,7,407,649,18.06868381017343,5.3652323742812325
NK,LAX,PNQ,7,3,1222,2511,16.46407967831912,28.097131096109866
SG,GOI,MIA,7,6,2109,407,11.734219378128792,16.390263000231464
SG,HYD,MCO,2,1,945,1819,67.91387578805627,72.1897741850488
6E,SIN,LAS,8,3,1021,484,19.114009354332307,14.369562246052356
B6,FRA,MEL,1,7,1676,479,33.93484886992854,38.91502419784498
G8,CCU,DFW,3,5,1470,1832,27.717353274439127,29.099821580366243
UK,COK,AMD,3,6,2090,1447,11.88667914018091,8.738540361535119
6E,JFK,PNQ,12,3,686,2453,63.57421805626291,73.91390511841614
NK,HKG,DFW,8,2,2221,2579,28.380119908494173,12.721173393524758
UK,PNQ,JFK,3,7,768,1402,18.16688574585706,-11.599758319714073
SQ,MAA,MEL,1,1,2220,1927,-10.848821691289487,-28.031886323824047
B6,AMD,CCU,9,6,1830,2193,121.35121160084256,127.70316574898027
EK,LAS,COK,2,2,535,2761,53.37666591490794,60.097682206944185
UK,CCU,BKK,1,6,1419,2582,12.446374805303284,5.88952778387407
SG,BKK,BOS,8,5,1157,657,-9.828657612793846,-8.864313065237933
BA,KUL,SIN,6,1,1748,2559,96.22810124964154,95.09585914276744
QR,BLR,SFO,6,3,710,561,20.554937205123657,22.97331962820642
UK,BOS,SFO,11,5,637,1706,9.560247685745463,17.106613762097265
B6,LAX,SIN,9,6,209,2450,23.536230582748082,24.38847508111956
BA,NRT,KUL,3,2,1107,2397,11.938372505488681,29.392048849706633
UK,PNQ,GOI,3,7,56,311,2.6264114573427304,-7.960782835820016
DL,PNQ,HYD,10,6,1144,1633,-15.0,0.5207807720174777
AS,CCU,KUL,3,1,600,1312,6.35263064414071,4.890143441419229
WN,MIA,LHR,8,7,1922,811,-15.0,-2.6734277753120956
G8,HYD,SYD,11,7,1093,2236,6.226980942653865,28.42955836316868
6E,DEN,HYD,7,4,568,1234,0.47411892443573667,-5.456651018611111
LH,AMD,SYD,6,2,1540,1665,-15.0,-5.328887551468108
EK,DXB,SIN,8,7,1207,1544,-12.786972739823995,1.1972346172631312
SQ,FRA,MAA,7,5,1698,1747,9.464592936776638,8.85503215560148
F9,BOM,LHR,1,2,625,422,37.04020053539927,34.653513879853165
QR,DEN,JFK,9,2,1068,1276,6.141194561673542,5.675827696699831
UA,DEN,FRA,10,2,1069,835,28.061453702585535,31.07624118685451
LH,SIN,BOS,6,7,1986,1074,5.893355293418072,6.569030528350302
NK,DXB,NRT,3,5,1787,2556,62.830133056454144,63.10864796710073
G8,BOS,ICN,12,3,1748,2317,51.900273394698495,63.64107343500089
BA,SYD,FRA,10,2,496,2415,-4.6371153766733615,-4.446355524534824
B6,LAX,SFO,3,7,2283,308,49.56180083299798,56.95199639567606
WN,FRA,ORD,6,2,425,984,-0.6446374464385101,0.34989311962850655
6E,FRA,SEA,3,5,278,2382,11.436463532018522,22.174260881143155
G8,BKK,SIN,6,7,621,1110,17.512117240590566,20.34825201874573
6E,MIA,HKG,2,1,1952,1694,3.48361352896264,2.491405366539222
EK,JFK,AMD,11,7,1948,472,122.30994190749855,107.73134586057103
UK,MIA,BLR,11,4,488,2092,-15.0,1.0605550690041312
AA,BOM,ORD,6,6,7,1501,-15.0,-26.173132129337034
NK,COK,BOM,12,5,1190,1196,34.5283329027586,34.91002445867312
AI,BOS,CCU,12,5,634,1469,52.36348691087115,66.04037329030088
F9,DEL,MCO,6,6,2108,982,2.0809719551441814,4.565322018268371
EK,PNQ,BKK,6,7,1035,1421,-14.845241295973672,-3.598157331713356
UK,ORD,GOI,4,4,1149,321,0.5585620002970746,-5.818127536663162
F9,BOS,DXB,4,6,1973,1966,10.691793133154937,19.77542741319452
QR,LAS,HYD,4,7,419,2598,-10.635808791835794,-25.16941811397247
BA,ICN,MEL,4,3,365,1206,-15.0,-20.73733926297833
SG,FRA,SFO,12,2,2233,279,1.4740535475642016,5.141772230701089
BA,DEN,JFK,2,6,2296,171,-0.11770127922086182,-7.423158991205938
EK,SFO,ATL,9,7,1572,1530,-2.3297348876704884,-11.988445444461922
UA,SIN,CCU,6,2,1269,2024,-15.0,-15.529294598736024
DL,KUL,DFW,1,6,2225,911,-9.190005206869449,-0.40250958362963907
UA,AMD,ATL,1,5,736,1121,30.911640808201582,37.60173662116209
6E,COK,BLR,9,7,2085,2956,-13.105775755069025,-18.5907937486141
DL,SYD,BOM,9,3,2004,2138,-2.128457592821626,-9.50800187854096
UK,MEL,HYD,9,2,82,297,-5.803737172520634,-19.19339557850426
B6,DXB,HKG,6,6,2015,2126,38.25193758748412,23.21922957454049
B6,NRT,MAA,10,1,1723,767,10.155456209033305,12.4984358652591
AA,ORD,NRT,11,3,233,752,37.478139505184174,47.70966484935589
WN,BOM,AMD,6,5,1157,175,-10.687922844679196,-18.259167782433426
UK,LAS,SIN,4,7,1971,554,9.841279183888851,21.29279202213875
UK,ATL,PNQ,12,6,2277,2844,-8.100692755822362,-21.46086649283887
LH,DFW,GOI,10,3,2024,1317,-15.0,-20.08797599901133
6E,SFO,DXB,6,6,1205,1690,-15.0,8.926676620603573
LH,MEL,JFK,5,1,392,469,-0.3900574425194563,-4.814162031248003
LH,KUL,LAS,3,7,549,2231,-0.5770034734115592,0.5493618154632989
QR,SEA,BOS,10,3,1511,483,93.19959587104375,99.89593384390446
DL,AMD,MCO,7,4,1995,1851,1.995723037311497,-15.544022142636269
WN,BLR,HYD,6,7,2368,854,-15.0,-21.613321734664417
SG,BKK,MIA,4,2,1632,2979,-6.076243540164272,6.636440919750221
LH,MAA,HYD,12,4,98,1907,17.12747018348839,4.466441685108686
UK,SFO,CDG,8,5,2126,2897,-15.0,6.251951333138241
DL,NRT,SIN,5,4,1448,2748,29.135003145411527,29.960202885428455
B6,BKK,KUL,12,3,1331,807,19.243274937263823,25.066448224995543
AI,MIA,SIN,5,6,1590,355,167.78076059420096,168.8179339943111
F9,ATL,ICN,1,1,1856,155,21.423433226816513,21.102163639513957
F9,NRT,BOM,7,3,920,385,44.25330174703651,49.44797181399345
AS,ATL,COK,1,3,465,537,-15.0,-10.12361711456293
UA,ATL,NRT,12,1,1761,1314,58.00315253948171,41.830127436422714
B6,BLR,PNQ,5,1,1159,982,-15.0,-11.993327394151624
AI,DFW,MAA,9,7,2340,1353,-14.995345360622334,-11.407379391495947
NK,BOM,MAA,3,1,865,2097,4.966022251820311,10.113562907604805
WN,MCO,LAS,7,4,134,2256,2.542530490515208,1.0491822413060585
NK,DFW,ORD,10,5,904,2666,23.873722923368177,22.920424061873266
B6,PNQ,SIN,1,7,1854,692,4.858323478742777,12.710122137379347
SG,FRA,MAA,6,1,973,2598,2.932259320771843,15.494993343889051
SQ,BOS,MAA,4,1,209,1377,8.339972492705694,19.488461113022176
DL,DFW,ORD,1,4,826,961,39.93273907983063,27.818148643489668
G8,SIN,DEN,10,7,2397,2558,-8.363982171289907,-10.945489482661522
NK,CDG,DXB,1,4,812,2483,32.687279154121846,35.17948912110258
F9,KUL,BOM,12,5,2283,1251,99.61117624097362,94.56800487931257
AS,LAS,SIN,10,2,1459,190,-15.0,-30.87078853882169
NK,DEL,MCO,11,7,16,463,76.95782744709184,74.42090712164496
QR,DFW,BKK,6,6,1480,1813,13.317767513252932,13.422264558397455
NK,BLR,CDG,7,5,1313,1200,40.153548337871584,37.86099670237274
UA,GOI,BLR,11,4,1428,2425,19.41394592924871,28.831970129610802
B6,NRT,FRA,11,4,584,369,-10.3821942036046,-15.564253164280544
AA,FRA,HKG,7,1,1327,2353,-12.688276602195607,-0.2714422575561777
SQ,ICN,GOI,2,3,1968,1921,6.8690502710656585,-2.072803852155287
F9,BLR,SFO,8,7,728,2855,23.16011331108625,25.902908485056315
AI,BOM,JFK,9,1,1374,2652,-15.0,-21.528361627701713
SQ,LHR,MAA,1,1,586,2932,-1.3153404656976124,7.549947043350263
6E,FRA,CDG,12,7,1586,2909,11.330129443061528,3.3946908798169213
DL,ORD,DEN,4,3,2030,1637,-11.369162351364585,-22.51203157542966
B6,HYD,MCO,7,4,28,1137,11.25664064981043,10.6743639384762
G8,BLR,CDG,6,3,2043,1821,43.31220547220738,62.39888358291091
SG,FRA,DEL,11,7,1277,616,-1.7409850111488359,12.852295992808152
AA,MCO,LAS,3,6,384,232,35.29267265470751,37.38793109691767
SQ,SEA,FRA,6,7,533,2445,-15.0,-11.678913829539535
QR,DFW,MIA,8,3,1102,1326,-8.005388722998571,-12.533966422359452
BA,SIN,KUL,10,5,1847,1885,50.389249251581276,42.31710971136174
AI,ATL,MAA,9,7,1920,926,-15.0,-2.2409098287752656
AA,JFK,COK,4,2,2132,327,12.953327617594692,24.899771089411523
SG,LAX,SFO,8,1,2229,569,8.916703477238181,22.638446737244145
AI,DEN,KUL,1,4,102,257,28.78249070167161,16.112135520102015
SG,DFW,FRA,2,2,1277,2944,41.183437464508636,45.80177641461025
G8,ICN,CCU,5,3,414,885,35.48407101927117,33.99006808765471
DL,DXB,BOS,8,4,1111,2650,-15.0,-13.341389012896308
AS,KUL,NRT,2,3,776,1515,10.805618962025486,0.9022016555533252
F9,MCO,DEN,4,7,930,521,17.376969957481748,17.57193208094311
QR,SYD,HYD,7,5,1707,2415,-15.0,-25.056056270685254
BA,CDG,LHR,7,7,2355,2365,26.58331850941688,20.43796259079893
UK,BKK,MCO,5,1,1074,171,-15.0,-18.41062633242451
SG,ICN,MAA,7,4,641,1111,124.47017579158774,122.12988970496507
AS,DXB,MIA,1,1,967,684,24.673362531589156,12.379030352316347
UA,NRT,HYD,12,1,2053,327,12.4146088702873,19.35051064494799
EK,LAS,SEA,1,5,1059,2067,30.91951008505011,44.05850413774268
DL,MAA,KUL,6,3,769,2122,14.85654148383182,6.037861607716547
SG,SEA,CCU,8,7,322,2288,-7.910247578994889,-4.719870084523315
UA,DEN,SIN,12,2,1373,628,50.79211692658797,51.42732409613656
QR,AMD,LAS,12,1,1842,2942,23.7263169765101,22.361884778902176
AA,DEL,SYD,12,4,1705,2074,68.35146413718238,68.82344016224133
UK,SEA,MEL,1,4,1698,2376,20.421012247088427,9.0512557514119
SQ,MIA,DFW,11,6,606,2375,11.084452790772133,-12.56638083734451
B6,SIN,ATL,4,1,1140,1993,6.064200808586826,5.037286552546639
AS,DEL,NRT,12,3,1237,2417,9.93245809267054,0.08513150291881999
BA,KUL,LAX,5,2,300,2882,8.532764533517014,2.009332851844456
UK,BOM,GOI,11,3,1319,741,-5.510617710995843,-20.16864007951984
UK,ORD,MEL,9,7,1287,720,-15.0,-20.79621589351606
UA,GOI,ICN,12,3,821,302,35.225164932435796,41.83045975631505
DL,BKK,PNQ,5,5,593,427,28.34362060740797,20.889724897472902
NK,MAA,BKK,1,1,591,849,20.048597895168886,13.691088666438645
DL,CDG,SIN,4,4,1603,508,21.509777708176046,27.103634328308317
NK,DFW,ORD,12,1,1856,2921,29.4724226177088,27.207795104122884
SG,ORD,MCO,9,1,2061,1830,16.186710297473567,34.81332256944789
SG,COK,ICN,8,3,1663,2089,-11.353466051119579,-10.103931867170399
EK,DFW,ORD,8,4,1280,533,14.68133816491331,15.891587409928045
UA,CDG,DFW,9,6,181,854,4.571509085126358,5.21438808409748
EK,FRA,MIA,12,6,1314,2603,-11.387139751675445,9.901170904883436
SG,LAS,ATL,3,6,1256,2983,-5.757472342471987,0.8183460193817815
WN,DXB,ATL,6,5,2384,467,20.528333154981013,18.21404357603467
LH,JFK,NRT,9,6,2017,662,-2.050591518506886,1.1433311487512454
BA,LHR,SEA,3,6,567,1962,-11.953193658630363,14.708594634973045
UA,MAA,MIA,7,3,368,909,-8.465673555504354,11.109273430101753
6E,CDG,MIA,12,7,854,2023,-7.074441661927329,-20.857571639886164
SQ,BLR,MCO,5,5,1701,401,-8.313122548258663,-33.44585353152721
F9,KUL,COK,5,4,1288,1698,34.66622196825368,38.63752688423855
UA,BOM,DEL,10,3,108,2117,21.7925617592296,20.350629138034318
NK,CDG,PNQ,10,1,711,1931,28.563433184944454,29.422545636495222
6E,DEL,CDG,9,1,385,1427,-9.687100645073539,-8.567963921942003
AI,LAS,SIN,4,7,1615,551,-15.0,-24.131123279011838
EK,BOM,BLR,11,3,140,2509,12.093266489023264,13.857911308030674
EK,CDG,PNQ,1,3,1736,2060,-2.1832626536648188,-3.0592755373186984
SG,ICN,DXB,11,3,1111,318,10.263444386410981,22.9255072022597
AA,DEL,GOI,9,3,359,2684,38.79920291251458,29.00131925439473
WN,BOS,MAA,10,6,1121,1577,99.25925026987713,104.71970364208894
AS,ORD,MEL,10,4,92,990,34.774022128023354,29.609922102231543
B6,ICN,DEN,4,5,1601,2259,69.85012930239623,73.33507697695119
UA,SIN,LAS,4,2,1227,1193,-2.994389929794713,4.333186026928912
AI,JFK,CCU,9,7,23,2859,9.304702002450089,5.361889487313133
LH,BOS,MAA,2,1,2320,2772,28.407763279352434,26.364074481766234
QR,SFO,CDG,5,6,63,1500,-15.0,-17.480157457629538
SG,SYD,CDG,4,6,901,2235,7.4421922749195,7.912916563355682
UK,MCO,CCU,1,6,2328,962,-14.505705079146722,-6.2518188380170905
UA,GOI,PNQ,11,5,2008,399,2.819932833799034,6.295274095767698
QR,SEA,PNQ,5,4,2158,300,27.815799805618596,23.06488348415165
AS,ICN,KUL,3,2,372,869,8.496876794956886,4.09883592863418
NK,LHR,BOS,8,4,228,1949,-9.559726047507134,-26.58456958903418
AA,LHR,DEL,2,5,1183,314,-6.406138707543999,-13.111754326194191
AS,SIN,MEL,1,2,1549,619,-15.0,9.895125322790097
QR,MIA,DEL,2,7,2047,2936,2.7153685316028344,3.0602401104935
G8,SFO,HKG,10,1,599,2131,-10.952844370691032,-11.655132539708626
NK,MEL,SFO,7,5,78,2980,1.884841985442888,-6.087574420651327
AI,DFW,SYD,7,5,1584,1651,26.80010658250302,28.059379645843702
UA,JFK,COK,5,5,1931,2262,10.930810059422878,7.73622045213453
QR,AMD,BKK,9,5,2331,2821,50.1238938414094,45.3652750083521
F9,LAS,JFK,6,4,1319,1943,19.30946275264398,23.351790258957976
AI,CCU,NRT,6,4,2202,2141,-15.0,-14.949052277550685
G8,SFO,ICN,3,2,2216,2488,34.386512452042766,31.18225981024145
F9,ATL,DXB,2,5,430,2798,0.026817652143241943,2.065293106624757
6E,LAX,KUL,9,7,838,735,13.432226920586002,23.02167224751453
LH,BOM,LAX,5,6,2333,599,-7.752118342367082,-1.6005261869932523
NK,ATL,DFW,8,5,1926,313,20.926861321194913,14.501773381893571
LH,MIA,BLR,12,2,2121,2892,19.566124536997425,14.061828830333045
QR,AMD,ORD,1,5,1959,2274,28.973747800616728,12.46403676181065
DL,ORD,BKK,12,1,1202,1267,-3.867020367648456,-15.949366028307454
UA,BOM,SYD,10,6,1311,811,-6.2413114120032995,-4.583607406336746
AA,DFW,SYD,6,1,1324,2606,-8.11793360700693,-1.7772274575298352
6E,DEL,BOM,1,1,1816,2395,32.52003308021328,29.989558039995565
EK,DFW,ICN,11,6,1103,1908,-0.7694831255475423,0.8240528358092805
G8,BOM,MEL,2,4,469,139,51.225983367357514,54.603310700098874
AI,MEL,NRT,4,5,2118,1196,39.91372739805829,36.68245190166381
AS,SEA,LAS,1,5,960,135,3.0841203847310865,-22.307247891066815
AS,MCO,DEL,4,1,1566,2780,-4.155457888099934,11.086851899233299
6E,LAS,MAA,9,5,722,1851,28.147512932371235,13.823143810736191
UA,NRT,LHR,2,3,1142,2830,18.813995909890988,24.256016028864288
B6,DXB,DFW,11,4,1949,2962,29.036043339490355,33.42299888131934
SG,LAS,DEL,10,4,96,2660,33.82311218563527,32.23390008043123
6E,DXB,DEL,11,7,1451,1429,1.4374473785236255,10.10315738036396
LH,PNQ,CDG,3,1,2366,1050,2.3808666819333153,8.3993950489068
WN,MIA,MEL,1,7,2027,789,-12.443744684272088,-16.7392943024759
QR,SEA,BOS,9,6,693,393,15.131532964371676,7.232942866150091
AA,JFK,GOI,8,3,1858,688,13.565513254719875,11.480948774937566
EK,KUL,DXB,7,7,963,2687,11.380779654361902,6.634069220858306
F9,ATL,GOI,1,7,711,2733,50.33965252280206,63.8477744149498
DL,SIN,CCU,5,4,2123,2744,12.273874353767008,4.467419373134328
SQ,NRT,BOS,9,2,1466,1992,-2.106123164152865,12.162236586529971
DL,LAS,HYD,1,6,1003,862,-10.428020896790462,-32.47035187019325
WN,DEL,ATL,10,3,1822,1072,-15.0,-17.629851843307755
AA,LHR,DFW,6,7,1929,1998,-4.977325033149573,1.1164265379427567
6E,NRT,LAX,7,7,14,1811,3.7009778577043884,15.199145400548417
SQ,FRA,KUL,9,3,248,2551,-2.444025191352104,-3.2126570378664843
WN,CDG,CCU,1,2,1628,974,8.09772780761501,18.57168642932797
NK,DEN,ORD,2,5,550,2847,11.6637685599398,2.4695204109400404
QR,COK,LAS,9,4,1584,1284,-15.0,-25.077192785218607
G8,SFO,ORD,1,7,366,2284,63.810854150004424,56.308233195998795
6E,BKK,DFW,8,5,1398,2073,-9.751422616370068,-12.21322658157312
EK,CDG,ORD,10,4,304,2145,-5.13736512905146,2.0740341203507704
EK,CDG,MEL,5,1,2020,427,-4.556193866345223,-14.617302324980649
SG,LHR,JFK,10,4,591,2021,48.85985387144933,68.82530647913738
AS,CCU,GOI,7,6,2398,1586,18.10759042047324,23.344234988678082
AA,SIN,MAA,11,5,929,2640,1.0752899150616662,13.62928230973365
NK,BLR,MAA,7,2,1477,2450,3.6242377636304512,-4.235211977188737
QR,LAS,ORD,2,2,1029,1344,-13.837453999145602,-10.379729406542197
UA,LHR,MAA,9,4,1131,1097,24.91087870762969,32.64730243844728
SG,SIN,KUL,5,1,1722,280,-6.32024635278018,2.7307964394605166
B6,GOI,MAA,6,6,1430,1933,-15.0,-25.092337521050677
DL,ATL,LAS,1,5,2122,2125,8.625852720906188,3.0314514835178965
WN,CDG,FRA,4,4,686,669,-15.0,-18.864042789657162
6E,MCO,DEN,5,5,565,506,-15.0,-10.022818949103332
DL,CDG,KUL,5,4,499,528,-15.0,-12.926769516406727
F9,ORD,GOI,12,6,2200,1907,36.425013098246176,41.42839163531581
AS,SYD,LAX,2,7,931,900,65.04480517337485,62.38004544044587
SG,ATL,SIN,4,3,764,1116,122.15502581389217,123.38830782744716
G8,CCU,GOI,1,7,757,921,48.8875282124982,43.44660588408172
DL,FRA,SIN,8,7,627,556,-10.94419625568015,-22.385648987079236
UA,ICN,DXB,3,4,665,630,21.05148035281558,17.580954914247037
AI,GOI,KUL,5,4,398,222,9.663461493973077,11.111279732536863
B6,MAA,CDG,4,3,1607,1795,42.82663135236082,36.29223800840298
6E,HYD,PNQ,2,4,43,510,21.715858233616327,22.183314747076462
6E,CCU,MEL,2,2,219,2578,18.024998066511515,16.86205341426189
UK,MEL,ORD,4,4,289,1761,-2.028474413087827,1.7575764365073123
QR,GOI,SEA,5,1,1896,2045,8.783111806273551,21.74786832478188
AA,MIA,BLR,3,6,1571,2404,17.08533558275281,15.69936827525059
UA,BKK,ORD,4,6,309,2744,1.5204928412094265,-8.016523800839249
B6,MCO,ATL,6,5,144,1290,6.1492996440098215,8.20510903575535
LH,DEN,GOI,11,6,934,104,8.537188481597921,0.3823073475637493
F9,BLR,SEA,5,5,1685,1811,-15.0,-16.58045018688825
LH,HKG,FRA,1,3,789,865,56.992522812098045,60.59540545310315
AI,SFO,PNQ,8,6,1953,1249,-2.917243798618503,-18.046916788332425
AS,BOS,COK,2,6,1980,714,-14.62646128269908,-31.558974550937616
LH,NRT,HYD,1,5,1364,849,20.660992292491432,13.06752565991237
